"Index Name","Date","Open","High","Low","Close"
"NIFTY 500","22 Nov 2023","17637.45","17654.60","17533.75","17627.70"
"NIFTY 500","21 Nov 2023","17644.50","17665.00","17617.20","17627.60"
"NIFTY 500","20 Nov 2023","17618.55","17636.40","17556.10","17573.65"
"NIFTY 500","17 Nov 2023","17537.45","17649.05","17528.85","17600.50"
"NIFTY 500","16 Nov 2023","17518.10","17668.65","17486.50","17593.10"
"NIFTY 500","15 Nov 2023","17493.30","17518.90","17448.30","17508.05"
"NIFTY 500","13 Nov 2023","17335.00","17339.15","17278.65","17318.60"
"NIFTY 500","12 Nov 2023","17380.50","17384.15","17347.45","17361.10"
"NIFTY 500","10 Nov 2023","17189.70","17274.90","17156.85","17256.60"
"NIFTY 500","09 Nov 2023","17284.95","17288.60","17209.55","17218.90"
"NIFTY 500","08 Nov 2023","17242.65","17269.25","17215.00","17259.70"
"NIFTY 500","07 Nov 2023","17170.35","17200.60","17120.75","17187.80"
"NIFTY 500","06 Nov 2023","17105.35","17168.75","17080.95","17159.40"
"NIFTY 500","03 Nov 2023","16990.35","17027.45","16983.05","17000.95"
"NIFTY 500","02 Nov 2023","16849.95","16903.75","16823.00","16890.80"
"NIFTY 500","01 Nov 2023","16808.50","16834.10","16719.10","16732.95"
"NIFTY 500","31 Oct 2023","16909.70","16910.00","16785.55","16801.10"
"NIFTY 500","30 Oct 2023","16784.95","16837.80","16661.95","16826.10"
"NIFTY 500","27 Oct 2023","16636.05","16793.10","16634.60","16765.45"
"NIFTY 500","26 Oct 2023","16678.70","16689.10","16466.25","16555.45"
"NIFTY 500","25 Oct 2023","16912.40","16967.10","16677.15","16760.80"
"NIFTY 500","23 Oct 2023","17204.75","17224.80","16859.85","16888.70"
"NIFTY 500","20 Oct 2023","17258.30","17295.05","17190.60","17208.75"
"NIFTY 500","19 Oct 2023","17251.20","17344.60","17202.25","17310.50"
"NIFTY 500","18 Oct 2023","17484.35","17492.40","17332.30","17344.00"
"NIFTY 500","17 Oct 2023","17490.05","17494.50","17437.95","17467.70"
"NIFTY 500","16 Oct 2023","17390.35","17431.50","17353.15","17393.00"
"NIFTY 500","13 Oct 2023","17323.05","17436.50","17306.55","17390.35"
"NIFTY 500","12 Oct 2023","17438.30","17457.85","17402.45","17419.70"
"NIFTY 500","11 Oct 2023","17380.65","17447.80","17375.50","17407.35"
"NIFTY 500","10 Oct 2023","17184.55","17319.30","17184.55","17303.35"
"NIFTY 500","09 Oct 2023","17170.50","17206.85","17096.65","17127.70"
"NIFTY 500","06 Oct 2023","17263.35","17310.10","17237.10","17293.60"
"NIFTY 500","05 Oct 2023","17202.25","17234.00","17154.30","17195.80"
"NIFTY 500","04 Oct 2023","17195.55","17200.70","17032.60","17123.10"
"NIFTY 500","03 Oct 2023","17294.50","17295.45","17201.70","17254.40"
"NIFTY 500","29 Sep 2023","17227.55","17357.15","17205.20","17292.60"
"NIFTY 500","28 Sep 2023","17384.05","17389.20","17147.00","17170.45"
"NIFTY 500","27 Sep 2023","17270.40","17352.10","17217.45","17341.60"
"NIFTY 500","26 Sep 2023","17284.90","17312.35","17250.30","17276.75"
"NIFTY 500","25 Sep 2023","17276.35","17308.20","17198.20","17272.55"
"NIFTY 500","22 Sep 2023","17314.40","17361.80","17226.05","17260.80"
"NIFTY 500","21 Sep 2023","17409.10","17422.75","17273.10","17303.50"
"NIFTY 500","20 Sep 2023","17513.20","17571.15","17419.75","17449.35"
"NIFTY 500","18 Sep 2023","17666.85","17671.60","17601.55","17613.60"
"NIFTY 500","15 Sep 2023","17662.80","17691.85","17620.90","17665.80"
"NIFTY 500","14 Sep 2023","17593.25","17648.55","17546.00","17603.50"
"NIFTY 500","13 Sep 2023","17458.40","17540.85","17364.35","17526.75"
"NIFTY 500","12 Sep 2023","17753.95","17754.05","17422.05","17460.55"
"NIFTY 500","11 Sep 2023","17567.20","17660.80","17550.20","17653.35"
"NIFTY 500","08 Sep 2023","17437.65","17519.60","17411.85","17487.45"
"NIFTY 500","07 Sep 2023","17292.35","17395.00","17269.10","17385.50"
"NIFTY 500","06 Sep 2023","17274.20","17298.80","17198.75","17284.60"
"NIFTY 500","05 Sep 2023","17228.20","17264.90","17180.95","17252.10"
"NIFTY 500","04 Sep 2023","17157.90","17191.20","17074.55","17180.95"
"NIFTY 500","01 Sep 2023","16940.20","17088.10","16931.50","17074.55"
"NIFTY 500","31 Aug 2023","17001.35","17011.80","16904.70","16924.30"
"NIFTY 500","30 Aug 2023","17010.15","17035.60","16959.10","16968.95"
"NIFTY 500","29 Aug 2023","16933.85","16938.80","16898.05","16927.30"
"NIFTY 500","28 Aug 2023","16866.40","16918.25","16823.40","16875.30"
"NIFTY 500","25 Aug 2023","16871.00","16905.70","16785.25","16820.85"
"NIFTY 500","24 Aug 2023","17039.25","17074.25","16916.40","16930.15"
"NIFTY 500","23 Aug 2023","16950.90","16981.85","16912.15","16950.25"
"NIFTY 500","22 Aug 2023","16886.95","16925.45","16874.80","16905.25"
"NIFTY 500","21 Aug 2023","16780.75","16872.55","16766.70","16852.05"
"NIFTY 500","18 Aug 2023","16768.00","16803.25","16722.05","16757.70"
"NIFTY 500","17 Aug 2023","16858.85","16869.40","16781.60","16802.25"
"NIFTY 500","16 Aug 2023","16779.60","16867.80","16732.75","16853.05"
"NIFTY 500","14 Aug 2023","16827.75","16854.10","16661.00","16825.55"
"NIFTY 500","11 Aug 2023","16970.05","16972.05","16845.80","16860.15"
"NIFTY 500","10 Aug 2023","16999.50","17013.45","16901.55","16939.85"
"NIFTY 500","09 Aug 2023","16966.85","17011.95","16881.75","17003.85"
"NIFTY 500","08 Aug 2023","16991.85","16998.15","16889.85","16949.25"
"NIFTY 500","07 Aug 2023","16948.35","16970.05","16897.50","16956.35"
"NIFTY 500","04 Aug 2023","16847.40","16914.45","16836.55","16890.60"
"NIFTY 500","03 Aug 2023","16818.35","16878.75","16691.65","16772.30"
"NIFTY 500","02 Aug 2023","17005.60","17018.85","16755.90","16858.95"
"NIFTY 500","01 Aug 2023","17096.60","17102.10","17026.30","17051.15"
"NIFTY 500","31 Jul 2023","16972.50","17072.80","16939.00","17059.00"
"NIFTY 500","28 Jul 2023","16935.05","16960.50","16880.60","16948.35"
"NIFTY 500","27 Jul 2023","17038.35","17056.20","16873.00","16919.20"
"NIFTY 500","26 Jul 2023","16950.70","17011.00","16931.60","16975.00"
"NIFTY 500","25 Jul 2023","16918.80","16918.85","16832.45","16896.90"
"NIFTY 500","24 Jul 2023","16921.75","16948.40","16852.20","16865.15"
"NIFTY 500","21 Jul 2023","16931.95","16991.40","16874.95","16904.30"
"NIFTY 500","20 Jul 2023","16965.45","17051.00","16912.70","17042.55"
"NIFTY 500","19 Jul 2023","16919.05","16964.25","16877.45","16953.50"
"NIFTY 500","18 Jul 2023","16932.95","16940.15","16818.30","16872.00"
"NIFTY 500","17 Jul 2023","16811.65","16884.95","16784.35","16872.05"
"NIFTY 500","14 Jul 2023","16695.70","16786.00","16655.05","16765.45"
"NIFTY 500","13 Jul 2023","16726.95","16774.50","16596.45","16623.90"
"NIFTY 500","12 Jul 2023","16697.10","16703.25","16627.30","16641.05"
"NIFTY 500","11 Jul 2023","16610.95","16698.80","16597.55","16648.00"
"NIFTY 500","10 Jul 2023","16620.90","16623.95","16530.75","16553.75"
"NIFTY 500","07 Jul 2023","16653.30","16718.20","16541.60","16564.90"
"NIFTY 500","06 Jul 2023","16600.75","16703.30","16590.70","16695.05"
"NIFTY 500","05 Jul 2023","16580.20","16611.15","16540.20","16597.20"
"NIFTY 500","04 Jul 2023","16597.50","16599.25","16499.15","16556.05"
"NIFTY 500","03 Jul 2023","16490.95","16541.90","16485.30","16527.95"
"NIFTY 500","30 Jun 2023","16354.95","16437.45","16326.00","16430.00"
"NIFTY 500","28 Jun 2023","16239.85","16296.00","16210.45","16277.20"
"NIFTY 500","27 Jun 2023","16118.65","16171.20","16104.20","16163.50"
"NIFTY 500","26 Jun 2023","16017.50","16079.00","15995.10","16066.15"
"NIFTY 500","23 Jun 2023","16126.70","16133.95","15999.40","16011.80"
"NIFTY 500","22 Jun 2023","16252.75","16264.15","16128.80","16140.80"
"NIFTY 500","21 Jun 2023","16244.55","16277.35","16201.40","16240.95"
"NIFTY 500","20 Jun 2023","16147.55","16215.60","16080.95","16199.95"
"NIFTY 500","19 Jun 2023","16231.05","16244.95","16117.85","16142.15"
"NIFTY 500","16 Jun 2023","16100.90","16211.25","16091.80","16181.45"
"NIFTY 500","15 Jun 2023","16106.85","16138.70","16039.05","16058.25"
"NIFTY 500","14 Jun 2023","16082.15","16094.10","16035.15","16084.05"
"NIFTY 500","13 Jun 2023","15964.80","16057.50","15964.30","16048.20"
"NIFTY 500","12 Jun 2023","15913.20","15946.15","15874.40","15929.10"
"NIFTY 500","09 Jun 2023","15947.95","15961.70","15866.80","15877.40"
"NIFTY 500","08 Jun 2023","16021.70","16048.80","15906.15","15921.05"
"NIFTY 500","07 Jun 2023","15938.30","16016.00","15920.25","16006.70"
"NIFTY 500","06 Jun 2023","15873.75","15895.70","15816.70","15878.40"
"NIFTY 500","05 Jun 2023","15877.45","15899.15","15851.75","15859.50"
"NIFTY 500","02 Jun 2023","15816.80","15838.45","15774.65","15811.20"
"NIFTY 500","01 Jun 2023","15801.95","15823.95","15743.40","15760.35"
"NIFTY 500","31 May 2023","15773.80","15789.20","15706.50","15766.40"
"NIFTY 500","30 May 2023","15784.25","15823.90","15759.35","15799.45"
"NIFTY 500","29 May 2023","15791.75","15805.75","15758.15","15772.35"
"NIFTY 500","26 May 2023","15589.50","15704.00","15567.85","15696.75"
"NIFTY 500","25 May 2023","15510.20","15568.55","15474.15","15555.25"
"NIFTY 500","24 May 2023","15517.20","15591.40","15493.30","15515.95"
"NIFTY 500","23 May 2023","15551.05","15595.65","15528.75","15544.75"
"NIFTY 500","22 May 2023","15409.05","15517.65","15386.90","15504.00"
"NIFTY 500","19 May 2023","15399.50","15418.80","15278.70","15407.55"
"NIFTY 500","18 May 2023","15506.65","15514.90","15346.85","15361.60"
"NIFTY 500","17 May 2023","15508.25","15512.85","15367.00","15426.35"
"NIFTY 500","16 May 2023","15584.40","15592.25","15476.65","15492.40"
"NIFTY 500","15 May 2023","15495.85","15591.95","15464.65","15549.70"
"NIFTY 500","12 May 2023","15475.05","15506.15","15401.65","15477.35"
"NIFTY 500","11 May 2023","15512.35","15526.75","15461.85","15484.05"
"NIFTY 500","10 May 2023","15458.05","15476.10","15372.45","15466.05"
"NIFTY 500","09 May 2023","15462.75","15502.70","15393.95","15420.60"
"NIFTY 500","08 May 2023","15321.90","15440.85","15310.75","15427.10"
"NIFTY 500","05 May 2023","15330.35","15394.90","15265.85","15278.60"
"NIFTY 500","04 May 2023","15282.25","15414.70","15272.70","15405.50"
"NIFTY 500","03 May 2023","15277.75","15305.05","15239.50","15276.40"
"NIFTY 500","02 May 2023","15276.20","15327.75","15261.15","15300.75"
"NIFTY 500","28 Apr 2023","15111.05","15235.45","15077.45","15219.55"
"NIFTY 500","27 Apr 2023","14999.90","15085.85","14989.20","15075.05"
"NIFTY 500","26 Apr 2023","14954.20","15003.10","14918.55","14994.40"
"NIFTY 500","25 Apr 2023","14945.80","14981.30","14916.35","14955.70"
"NIFTY 500","24 Apr 2023","14903.95","14937.20","14841.60","14930.15"
"NIFTY 500","21 Apr 2023","14879.60","14888.65","14789.95","14847.10"
"NIFTY 500","20 Apr 2023","14878.55","14905.80","14835.90","14861.75"
"NIFTY 500","19 Apr 2023","14901.25","14905.60","14832.90","14856.90"
"NIFTY 500","18 Apr 2023","14949.10","14949.10","14852.65","14897.00"
"NIFTY 500","17 Apr 2023","14970.35","14970.35","14794.45","14904.30"
"NIFTY 500","13 Apr 2023","14946.45","14965.70","14885.25","14954.25"
"NIFTY 500","12 Apr 2023","14902.20","14949.90","14871.90","14941.55"
"NIFTY 500","11 Apr 2023","14854.65","14893.60","14814.35","14867.25"
"NIFTY 500","10 Apr 2023","14797.35","14833.45","14767.00","14790.55"
"NIFTY 500","06 Apr 2023","14701.10","14786.00","14673.70","14759.20"
"NIFTY 500","05 Apr 2023","14620.70","14718.90","14611.25","14709.40"
"NIFTY 500","03 Apr 2023","14621.05","14621.05","14541.60","14601.95"
"NIFTY 500","31 Mar 2023","14442.30","14577.15","14438.80","14557.85"
"NIFTY 500","29 Mar 2023","14218.60","14377.30","14218.60","14345.60"
"NIFTY 500","28 Mar 2023","14289.95","14300.20","14177.50","14211.80"
"NIFTY 500","27 Mar 2023","14306.60","14348.95","14238.90","14262.70"
"NIFTY 500","24 Mar 2023","14409.00","14434.10","14257.50","14279.00"
"NIFTY 500","23 Mar 2023","14422.95","14490.65","14388.30","14403.60"
"NIFTY 500","22 Mar 2023","14470.05","14497.15","14432.20","14460.00"
"NIFTY 500","21 Mar 2023","14379.05","14428.15","14339.95","14411.30"
"NIFTY 500","20 Mar 2023","14389.85","14393.60","14196.50","14317.10"
"NIFTY 500","17 Mar 2023","14436.25","14464.90","14327.75","14420.85"
"NIFTY 500","16 Mar 2023","14328.50","14387.65","14189.00","14330.35"
"NIFTY 500","15 Mar 2023","14458.15","14494.35","14298.15","14320.30"
"NIFTY 500","14 Mar 2023","14462.00","14499.20","14306.80","14358.55"
"NIFTY 500","13 Mar 2023","14681.55","14752.85","14420.50","14454.45"
"NIFTY 500","10 Mar 2023","14695.05","14699.35","14593.40","14679.85"
"NIFTY 500","09 Mar 2023","14947.05","14952.85","14788.90","14803.95"
"NIFTY 500","08 Mar 2023","14843.10","14932.40","14791.25","14921.95"
"NIFTY 500","06 Mar 2023","14848.35","14942.05","14843.70","14881.00"
"NIFTY 500","03 Mar 2023","14686.25","14813.05","14676.05","14774.75"
"NIFTY 500","02 Mar 2023","14654.80","14668.40","14575.95","14587.25"
"NIFTY 500","01 Mar 2023","14557.00","14675.05","14550.10","14664.85"
"NIFTY 500","28 Feb 2023","14550.00","14584.45","14476.00","14518.75"
"NIFTY 500","27 Feb 2023","14600.90","14609.40","14465.70","14548.70"
"NIFTY 500","24 Feb 2023","14723.40","14741.95","14598.95","14630.45"
"NIFTY 500","23 Feb 2023","14715.20","14740.80","14599.10","14666.75"
"NIFTY 500","22 Feb 2023","14854.15","14861.05","14674.25","14701.90"
"NIFTY 500","21 Feb 2023","14982.00","14992.70","14894.15","14913.95"
"NIFTY 500","20 Feb 2023","15023.45","15036.45","14920.70","14938.65"
"NIFTY 500","17 Feb 2023","15036.25","15077.00","14966.30","15003.95"
"NIFTY 500","16 Feb 2023","15098.45","15135.35","15060.00","15083.75"
"NIFTY 500","15 Feb 2023","14939.00","15053.55","14923.25","15039.65"
"NIFTY 500","14 Feb 2023","14936.20","14988.00","14879.35","14968.90"
"NIFTY 500","13 Feb 2023","15011.35","15022.55","14875.85","14900.50"
"NIFTY 500","10 Feb 2023","14992.65","15031.10","14969.55","15015.85"
"NIFTY 500","09 Feb 2023","15036.85","15054.75","14956.90","15030.10"
"NIFTY 500","08 Feb 2023","14927.55","15046.70","14924.05","15028.30"
"NIFTY 500","07 Feb 2023","14950.15","14970.80","14845.95","14902.20"
"NIFTY 500","06 Feb 2023","14939.40","14954.30","14870.55","14934.15"
"NIFTY 500","03 Feb 2023","14904.10","14972.15","14746.45","14962.35"
"NIFTY 500","02 Feb 2023","14760.35","14887.45","14698.40","14839.40"
"NIFTY 500","01 Feb 2023","15054.80","15154.10","14622.65","14847.65"
"NIFTY 500","31 Jan 2023","14906.45","14962.95","14787.85","14935.50"
"NIFTY 500","30 Jan 2023","14807.50","14955.15","14675.05","14854.20"
"NIFTY 500","27 Jan 2023","15160.15","15165.40","14779.10","14874.75"
"NIFTY 500","25 Jan 2023","15364.40","15368.70","15146.40","15171.95"
